"","cod_secao","nm_secao","cod_divisao","nm_divisao","cod_grupo","nm_grupo","cod_classe","nm_classe","cod_cnae","nm_cnae"
"15","A","AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA","01","AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS","01.1","Produção de lavouras temporárias","01.19-9","Cultivo de plantas de lavoura temporária não especificadas anteriormente","0119901","Cultivo de abacaxi"
"16","A","AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA","01","AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS","01.1","Produção de lavouras temporárias","01.19-9","Cultivo de plantas de lavoura temporária não especificadas anteriormente","0119902","Cultivo de alho"
"17","A","AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA","01","AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS","01.1","Produção de lavouras temporárias","01.19-9","Cultivo de plantas de lavoura temporária não especificadas anteriormente","0119903","Cultivo de batata-inglesa"
"18","A","AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA","01","AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS","01.1","Produção de lavouras temporárias","01.19-9","Cultivo de plantas de lavoura temporária não especificadas anteriormente","0119904","Cultivo de cebola"
"19","A","AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA","01","AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS","01.1","Produção de lavouras temporárias","01.19-9","Cultivo de plantas de lavoura temporária não especificadas anteriormente","0119905","Cultivo de feijão"
"20","A","AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA","01","AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS","01.1","Produção de lavouras temporárias","01.19-9","Cultivo de plantas de lavoura temporária não especificadas anteriormente","0119906","Cultivo de mandioca"
"21","A","AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA","01","AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS","01.1","Produção de lavouras temporárias","01.19-9","Cultivo de plantas de lavoura temporária não especificadas anteriormente","0119907","Cultivo de melão"
"22","A","AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA","01","AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS","01.1","Produção de lavouras temporárias","01.19-9","Cultivo de plantas de lavoura temporária não especificadas anteriormente","0119908","Cultivo de melancia"
"23","A","AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA","01","AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS","01.1","Produção de lavouras temporárias","01.19-9","Cultivo de plantas de lavoura temporária não especificadas anteriormente","0119909","Cultivo de tomate rasteiro"
"24","A","AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA","01","AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS","01.1","Produção de lavouras temporárias","01.19-9","Cultivo de plantas de lavoura temporária não especificadas anteriormente","0119999","Cultivo de outras plantas de lavoura temporária não especificadas anteriormente"
"25","A","AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA","01","AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS","01.2","Horticultura e floricultura","01.21-1","Horticultura","0121101","Horticultura exceto morango"
"26","A","AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA","01","AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS","01.2","Horticultura e floricultura","01.21-1","Horticultura","0121102","Cultivo de morango"
"27","A","AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA","01","AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS","01.2","Horticultura e floricultura","01.22-9","Cultivo de flores e plantas ornamentais","0122900","Cultivo de flores e plantas ornamentais"
"28","A","AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA","01","AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS","01.3","Produção de lavouras permanentes","01.31-8","Cultivo de laranja","0131800","Cultivo de laranja"
"29","A","AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA","01","AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS","01.3","Produção de lavouras permanentes","01.32-6","Cultivo de uva","0132600","Cultivo de uva"
"30","A","AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA","01","AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS","01.3","Produção de lavouras permanentes","01.33-4","Cultivo de frutas de lavoura permanente exceto laranja e uva","0133401","Cultivo de açaí"
"31","A","AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA","01","AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS","01.3","Produção de lavouras permanentes","01.33-4","Cultivo de frutas de lavoura permanente exceto laranja e uva","0133402","Cultivo de banana"
"32","A","AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA","01","AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS","01.3","Produção de lavouras permanentes","01.33-4","Cultivo de frutas de lavoura permanente exceto laranja e uva","0133403","Cultivo de caju"
"33","A","AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA","01","AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS","01.3","Produção de lavouras permanentes","01.33-4","Cultivo de frutas de lavoura permanente exceto laranja e uva","0133404","Cultivo de cítricos exceto laranja"
"34","A","AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA","01","AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS","01.3","Produção de lavouras permanentes","01.33-4","Cultivo de frutas de lavoura permanente exceto laranja e uva","0133405","Cultivo de coco-da-baía"
"35","A","AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA","01","AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS","01.3","Produção de lavouras permanentes","01.33-4","Cultivo de frutas de lavoura permanente exceto laranja e uva","0133406","Cultivo de guaraná"
"36","A","AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA","01","AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS","01.3","Produção de lavouras permanentes","01.33-4","Cultivo de frutas de lavoura permanente exceto laranja e uva","0133407","Cultivo de maçã"
"37","A","AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA","01","AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS","01.3","Produção de lavouras permanentes","01.33-4","Cultivo de frutas de lavoura permanente exceto laranja e uva","0133408","Cultivo de mamão"
"38","A","AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA","01","AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS","01.3","Produção de lavouras permanentes","01.33-4","Cultivo de frutas de lavoura permanente exceto laranja e uva","0133409","Cultivo de maracujá"
"39","A","AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA","01","AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS","01.3","Produção de lavouras permanentes","01.33-4","Cultivo de frutas de lavoura permanente exceto laranja e uva","0133410","Cultivo de manga"
"40","A","AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA","01","AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS","01.3","Produção de lavouras permanentes","01.33-4","Cultivo de frutas de lavoura permanente exceto laranja e uva","0133411","Cultivo de pêssego"
"41","A","AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA","01","AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS","01.3","Produção de lavouras permanentes","01.33-4","Cultivo de frutas de lavoura permanente exceto laranja e uva","0133499","Cultivo de frutas de lavoura permanente não especificadas anteriormente"
"42","A","AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA","01","AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS","01.3","Produção de lavouras permanentes","01.34-2","Cultivo de café","0134200","Cultivo de café"
"43","A","AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA","01","AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS","01.3","Produção de lavouras permanentes","01.35-1","Cultivo de cacau","0135100","Cultivo de cacau"
"44","A","AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA","01","AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS","01.3","Produção de lavouras permanentes","01.39-3","Cultivo de plantas de lavoura permanente não especificadas anteriormente","0139301","Cultivo de chá-da-índia"
"45","A","AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA","01","AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS","01.3","Produção de lavouras permanentes","01.39-3","Cultivo de plantas de lavoura permanente não especificadas anteriormente","0139302","Cultivo de erva-mate"
"46","A","AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA","01","AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS","01.3","Produção de lavouras permanentes","01.39-3","Cultivo de plantas de lavoura permanente não especificadas anteriormente","0139303","Cultivo de pimenta-do-reino"
"47","A","AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA","01","AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS","01.3","Produção de lavouras permanentes","01.39-3","Cultivo de plantas de lavoura permanente não especificadas anteriormente","0139304","Cultivo de plantas para condimento exceto pimenta-do-reino"
"48","A","AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA","01","AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS","01.3","Produção de lavouras permanentes","01.39-3","Cultivo de plantas de lavoura permanente não especificadas anteriormente","0139305","Cultivo de dendê"
"49","A","AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA","01","AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS","01.3","Produção de lavouras permanentes","01.39-3","Cultivo de plantas de lavoura permanente não especificadas anteriormente","0139306","Cultivo de seringueira"
"50","A","AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA","01","AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS","01.3","Produção de lavouras permanentes","01.39-3","Cultivo de plantas de lavoura permanente não especificadas anteriormente","0139399","Cultivo de outras plantas de lavoura permanente não especificadas anteriormente"
"51","A","AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA","01","AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS","01.4","Produção de sementes e mudas certificadas","01.41-5","Produção de sementes certificadas","0141501","Produção de sementes certificadas exceto de forrageiras para pasto"
"52","A","AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA","01","AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS","01.4","Produção de sementes e mudas certificadas","01.41-5","Produção de sementes certificadas","0141502","Produção de sementes certificadas de forrageiras para formação de pasto"
"53","A","AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA","01","AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS","01.4","Produção de sementes e mudas certificadas","01.42-3","Produção de mudas e outras formas de propagação vegetal certificadas","0142300","Produção de mudas e outras formas de propagação vegetal certificadas"
"54","A","AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA","01","AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS","01.5","Pecuária","01.51-2","Criação de bovinos","0151201","Criação de bovinos para corte"
"55","A","AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA","01","AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS","01.5","Pecuária","01.51-2","Criação de bovinos","0151202","Criação de bovinos para leite"
"56","A","AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA","01","AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS","01.5","Pecuária","01.51-2","Criação de bovinos","0151203","Criação de bovinos exceto para corte e leite"
"57","A","AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA","01","AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS","01.5","Pecuária","01.52-1","Criação de outros animais de grande porte","0152101","Criação de bufalinos"
"58","A","AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA","01","AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS","01.5","Pecuária","01.52-1","Criação de outros animais de grande porte","0152102","Criação de equinos"
"59","A","AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA","01","AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS","01.5","Pecuária","01.52-1","Criação de outros animais de grande porte","0152103","Criação de asininos e muares"
"60","A","AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA","01","AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS","01.5","Pecuária","01.53-9","Criação de caprinos e ovinos","0153901","Criação de caprinos"
"61","A","AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA","01","AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS","01.5","Pecuária","01.53-9","Criação de caprinos e ovinos","0153902","Criação de ovinos inclusive para produção de lã"
"62","A","AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA","01","AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS","01.5","Pecuária","01.54-7","Criação de suínos","0154700","Criação de suínos"
"63","A","AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA","01","AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS","01.5","Pecuária","01.55-5","Criação de aves","0155501","Criação de frangos para corte"
"64","A","AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA","01","AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS","01.5","Pecuária","01.55-5","Criação de aves","0155502","Produção de pintos de um dia"
"65","A","AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA","01","AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS","01.5","Pecuária","01.55-5","Criação de aves","0155503","Criação de outros galináceos exceto para corte"
"66","A","AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA","01","AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS","01.5","Pecuária","01.55-5","Criação de aves","0155504","Criação de aves exceto galináceos"
"67","A","AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA","01","AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS","01.5","Pecuária","01.55-5","Criação de aves","0155505","Produção de ovos"
"68","A","AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA","01","AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS","01.5","Pecuária","01.59-8","Criação de animais não especificados anteriormente","0159801","Apicultura"
"69","A","AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA","01","AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS","01.5","Pecuária","01.59-8","Criação de animais não especificados anteriormente","0159802","Criação de animais de estimação"
"70","A","AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA","01","AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS","01.5","Pecuária","01.59-8","Criação de animais não especificados anteriormente","0159803","Criação de escargô"
"71","A","AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA","01","AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS","01.5","Pecuária","01.59-8","Criação de animais não especificados anteriormente","0159804","Criação de bicho-da-seda"
"72","A","AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA","01","AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS","01.5","Pecuária","01.59-8","Criação de animais não especificados anteriormente","0159899","Criação de outros animais não especificados anteriormente"
"73","A","AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA","01","AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS","01.6","Atividades de apoio à agricultura e à pecuária atividades de
pós-colheita","01.61-0","Atividades de apoio à agricultura","0161001","Serviço de pulverização e controle de pragas agrícolas"
"74","A","AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA","01","AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS","01.6","Atividades de apoio à agricultura e à pecuária atividades de
pós-colheita","01.61-0","Atividades de apoio à agricultura","0161002","Serviço de poda de árvores para lavouras"
"75","A","AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA","01","AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS","01.6","Atividades de apoio à agricultura e à pecuária atividades de
pós-colheita","01.61-0","Atividades de apoio à agricultura","0161003","Serviço de preparação de terreno cultivo e colheita"
"76","A","AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA","01","AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS","01.6","Atividades de apoio à agricultura e à pecuária atividades de
pós-colheita","01.61-0","Atividades de apoio à agricultura","0161099","Atividades de apoio à agricultura não especificadas anteriormente"
"77","A","AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA","01","AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS","01.6","Atividades de apoio à agricultura e à pecuária atividades de
pós-colheita","01.62-8","Atividades de apoio à pecuária","0162801","Serviço de inseminação artificial em animais"
"78","A","AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA","01","AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS","01.6","Atividades de apoio à agricultura e à pecuária atividades de
pós-colheita","01.62-8","Atividades de apoio à pecuária","0162802","Serviço de tosquiamento de ovinos"
"79","A","AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA","01","AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS","01.6","Atividades de apoio à agricultura e à pecuária atividades de
pós-colheita","01.62-8","Atividades de apoio à pecuária","0162803","Serviço de manejo de animais"
"80","A","AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA","01","AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS","01.6","Atividades de apoio à agricultura e à pecuária atividades de
pós-colheita","01.62-8","Atividades de apoio à pecuária","0162899","Atividades de apoio à pecuária não especificadas anteriormente"
"81","A","AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA","01","AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS","01.6","Atividades de apoio à agricultura e à pecuária atividades de
pós-colheita","01.63-6","Atividades de pós-colheita","0163600","Atividades de pós-colheita"
"82","A","AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA","01","AGRICULTURA PECUÁRIA E SERVIÇOS RELACIONADOS","01.7","Caça e serviços relacionados","01.70-9","Caça e serviços relacionados","0170900","Caça e serviços relacionados"
"83","A","AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA","02","PRODUÇÃO FLORESTAL","02.1","Produção florestal - florestas plantadas","02.10-1","Produção florestal - florestas plantadas","0210101","Cultivo de eucalipto"
"84","A","AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA","02","PRODUÇÃO FLORESTAL","02.1","Produção florestal - florestas plantadas","02.10-1","Produção florestal - florestas plantadas","0210102","Cultivo de acácia-negra"
"85","A","AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA","02","PRODUÇÃO FLORESTAL","02.1","Produção florestal - florestas plantadas","02.10-1","Produção florestal - florestas plantadas","0210103","Cultivo de pinus"
"86","A","AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA","02","PRODUÇÃO FLORESTAL","02.1","Produção florestal - florestas plantadas","02.10-1","Produção florestal - florestas plantadas","0210104","Cultivo de teca"
"87","A","AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA","02","PRODUÇÃO FLORESTAL","02.1","Produção florestal - florestas plantadas","02.10-1","Produção florestal - florestas plantadas","0210105","Cultivo de espécies madeireiras exceto eucalipto acácia-negra pinus e teca"
"88","A","AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA","02","PRODUÇÃO FLORESTAL","02.1","Produção florestal - florestas plantadas","02.10-1","Produção florestal - florestas plantadas","0210106","Cultivo de mudas em viveiros florestais"
"89","A","AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA","02","PRODUÇÃO FLORESTAL","02.1","Produção florestal - florestas plantadas","02.10-1","Produção florestal - florestas plantadas","0210107","Extração de madeira em florestas plantadas"
"90","A","AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA","02","PRODUÇÃO FLORESTAL","02.1","Produção florestal - florestas plantadas","02.10-1","Produção florestal - florestas plantadas","0210108","Produção de carvão vegetal - florestas plantadas"
"91","A","AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA","02","PRODUÇÃO FLORESTAL","02.1","Produção florestal - florestas plantadas","02.10-1","Produção florestal - florestas plantadas","0210109","Produção de casca de acácia-negra - florestas plantadas"
"92","A","AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA","02","PRODUÇÃO FLORESTAL","02.1","Produção florestal - florestas plantadas","02.10-1","Produção florestal - florestas plantadas","0210199","Produção de produtos não madeireiros não especificados anteriormente em florestas plantadas"
"93","A","AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA","02","PRODUÇÃO FLORESTAL","02.2","Produção florestal - florestas nativas","02.20-9","Produção florestal - florestas nativas","0220901","Extração de madeira em florestas nativas"
"94","A","AGRICULTURA PECUÁRIA PRODUÇÃO FLORESTAL PESCA E AQUICULTURA","02","PRODUÇÃO FLORESTAL","02.2","Produção florestal - florestas nativas","02.20-9","Produção florestal - florestas nativas","0220902","Produção de carvão vegetal - florestas nativas"
